	Term1	Term2	String1	String2	wikidata_iri_1	wikidata_iri_2	Mean	StdDev	RawScores
304	mount_ararat	roman_catholic_church	Mount Ararat	Catholic Church	http://www.wikidata.org/entity/Q72303	http://www.wikidata.org/entity/Q9592	20.25	13.7181	[18, 25, 0, 38]
305	colin_firth	adele	Colin Firth	Adele	http://www.wikidata.org/entity/Q162492	http://www.wikidata.org/entity/Q23215	20.25	28.0747	[68, 0, 0, 13]
306	north_korea	the_philippines	North Korea	Philippines	http://www.wikidata.org/entity/Q423	http://www.wikidata.org/entity/Q928	19.75	33.6331	[0, 1, 78, 0]
307	himalayas	antarctica	Himalayas	Antarctica	http://www.wikidata.org/entity/Q5451	http://www.wikidata.org/entity/Q51	19.75	25.3414	[0, 12, 63, 4]
308	russia	national_security_agency	Russia	National Security Agency	http://www.wikidata.org/entity/Q159	http://www.wikidata.org/entity/Q121194	19.6	17.2696	[24, 0, 44, 30, 0]
309	united_states	forbidden_city	United States	Forbidden City	http://www.wikidata.org/entity/Q30	http://www.wikidata.org/entity/Q80290	19.6	18.2275	[43, 0, 17, 38, 0]
310	mount_vesuvius	shanghai	Mount vesuvius	Shanghai		http://www.wikidata.org/entity/Q8686	19.5	26.3201	[0, 14, 0, 64]
311	david_cameron	london_stock_exchange	David Cameron	London Stock Exchange	http://www.wikidata.org/entity/Q192	http://www.wikidata.org/entity/Q171240	19.5	32.0663	[75, 0, 3, 0]
312	moscow	german_army	Moscow	German Army	http://www.wikidata.org/entity/Q649	http://www.wikidata.org/entity/Q11322507	19.25	19.1882	[5, 0, 49, 23]
313	world_boxing_organization	royal_australian_air_force	World Boxing Organization	Royal Australian Air Force	http://www.wikidata.org/entity/Q830940	http://www.wikidata.org/entity/Q823635	19.25	21.8103	[0, 53, 0, 24]
314	boston_pops_orchestra	university_of_massachusetts_amherst	Boston Pops Orchestra	University of Massachusetts Amherst	http://www.wikidata.org/entity/Q2263983	http://www.wikidata.org/entity/Q15142	19.0	31.201	[0, 3, 0, 73]
315	congo_river	mount_kenya	Congo River	Mount Kenya	http://www.wikidata.org/entity/Q3503	http://www.wikidata.org/entity/Q172070	18.8	14.9853	[26, 29, 2, 37, 0]
316	j._k._rowling	albert_einstein	J. K. Rowling	Albert Einstein	http://www.wikidata.org/entity/Q34660	http://www.wikidata.org/entity/Q937	18.4	23.2258	[0, 0, 14, 15, 63]
317	china	united_states_olympic_committee	China	United States Olympic Committee	http://www.wikidata.org/entity/Q148	http://www.wikidata.org/entity/Q1418438	18.25	20.2778	[0, 24, 0, 49]
318	bill_gates	j._k._rowling	Bill Gates	J. K. Rowling	http://www.wikidata.org/entity/Q5284	http://www.wikidata.org/entity/Q34660	18.0	27.8209	[0, 0, 6, 66]
319	world_trade_organization	linkedin	World Trade Organization	LinkedIn	http://www.wikidata.org/entity/Q7825	http://www.wikidata.org/entity/Q213660	18.0	22.4611	[0, 55, 0, 17]
320	william_shakespeare	edinburgh	William Shakespeare	Edinburgh	http://www.wikidata.org/entity/Q692	http://www.wikidata.org/entity/Q23436	18.0	21.2485	[0, 17, 2, 53]
321	united_nations_security_council	electronic_frontier_foundation	United Nations Security Council	Electronic Frontier Foundation	http://www.wikidata.org/entity/Q37470	http://www.wikidata.org/entity/Q624023	17.6	20.0659	[4, 39, 0, 0, 45]
322	j._k._rowling	king_arthur	J. K. Rowling	King Arthur	http://www.wikidata.org/entity/Q34660	http://www.wikidata.org/entity/Q45792	17.6	22.5796	[11, 0, 0, 16, 61]
323	michael_jordan	seattle_mariners	Michael Jordan	Seattle Mariners	http://www.wikidata.org/entity/Q41421	http://www.wikidata.org/entity/Q466586	17.5	14.5688	[0, 7, 36, 27]
324	william_shakespeare	london_symphony_orchestra	William Shakespeare	London Symphony Orchestra	http://www.wikidata.org/entity/Q692	http://www.wikidata.org/entity/Q155805	17.5	21.8918	[55, 9, 0, 6]
325	warren_buffett	international_monetary_fund	Warren Buffett	International Monetary Fund	http://www.wikidata.org/entity/Q47213	http://www.wikidata.org/entity/Q7804	17.0	24.0208	[10, 58, 0, 0]
326	turkey	united_nations_human_rights_council	Turkey	United Nations Human Rights Council	http://www.wikidata.org/entity/Q43		17.0	25.9538	[67, 0, 0, 0, 18]
327	matt_damon	national_endowment_for_the_arts	Matt Damon	National Endowment for the Arts	http://www.wikidata.org/entity/Q175535	http://www.wikidata.org/entity/Q1967116	17.0	22.1133	[14, 0, 0, 54]
328	electronic_frontier_foundation	google	Electronic Frontier Foundation	Google	http://www.wikidata.org/entity/Q624023	http://www.wikidata.org/entity/Q95	16.8	20.9227	[0, 36, 0, 0, 48]
329	louis_xiv_of_france	bugatti	Louis XIV of France	Bugatti	http://www.wikidata.org/entity/Q7742	http://www.wikidata.org/entity/Q27401	16.75	17.1956	[0, 0, 39, 28]
330	iceland	united_nations_security_council	Iceland	United Nations Security Council	http://www.wikidata.org/entity/Q189	http://www.wikidata.org/entity/Q37470	16.75	23.5942	[57, 0, 10, 0]
331	nile	algeria	Nile	Algeria	http://www.wikidata.org/entity/Q3392	http://www.wikidata.org/entity/Q262	16.5	28.5788	[0, 0, 66, 0]
332	dick_cheney	federal_highway_administration	Dick Cheney	Federal Highway Administration	http://www.wikidata.org/entity/Q48259	http://www.wikidata.org/entity/Q800112	16.5	17.9513	[0, 23, 0, 43]
333	aishwarya_rai	seattle_mariners	Aishwarya Rai	Seattle Mariners	http://www.wikidata.org/entity/Q47059	http://www.wikidata.org/entity/Q466586	16.5	25.2339	[0, 0, 6, 60]
334	bbc_worldwide	leicester_city_f.c.	BBC Worldwide	Leicester City F.C.	http://www.wikidata.org/entity/Q2071905	http://www.wikidata.org/entity/Q19481	16.5	21.9716	[0, 2, 10, 54]
335	university_of_cambridge	arsenal_f.c.	University of Cambridge	Arsenal F.C.	http://www.wikidata.org/entity/Q35794	http://www.wikidata.org/entity/Q9617	16.2	16.5457	[41, 0, 10, 30, 0]
336	cuba	yandang_mountains	Cuba	Yandang Mountains	http://www.wikidata.org/entity/Q241	http://www.wikidata.org/entity/Q21283576	16.0	21.6217	[9, 2, 53, 0]
337	francis_of_assisi	amnesty_international	Francis of Assisi	Amnesty International	http://www.wikidata.org/entity/Q676555	http://www.wikidata.org/entity/Q42970	16.0	19.5959	[16, 0, 0, 48]
338	johannes_brahms	bruce_springsteen	Johannes Brahms	Bruce Springsteen	http://www.wikidata.org/entity/Q7294	http://www.wikidata.org/entity/Q1225	16.0	23.8432	[7, 0, 57, 0]
339	wayne_gretzky	seattle_mariners	Wayne Gretzky	Seattle Mariners	http://www.wikidata.org/entity/Q209518	http://www.wikidata.org/entity/Q466586	15.75	16.8579	[23, 0, 0, 40]
340	silvio_berlusconi	south_america	Silvio Berlusconi	South America	http://www.wikidata.org/entity/Q11860	http://www.wikidata.org/entity/Q18	15.6	21.6204	[0, 55, 23, 0, 0]
341	boeing	google	Boeing	Google	http://www.wikidata.org/entity/Q66	http://www.wikidata.org/entity/Q95	15.5	26.8468	[0, 0, 0, 62]
342	seoul	eritrea	Seoul	Eritrea	http://www.wikidata.org/entity/Q8684	http://www.wikidata.org/entity/Q986	15.5	17.2699	[10, 2, 5, 45]
343	united_kingdom	mount_sinai	United Kingdom	Mount Sinai	http://www.wikidata.org/entity/Q145	http://www.wikidata.org/entity/Q377485	15.4	18.3041	[27, 0, 4, 46, 0]
344	kevin_durant	charlize_theron	Kevin Durant	Charlize Theron	http://www.wikidata.org/entity/Q29545	http://www.wikidata.org/entity/Q80046	15.4	17.2928	[9, 22, 46, 0, 0]
345	sophocles	the_louvre	Sophocles	The Louvre	http://www.wikidata.org/entity/Q7235	http://www.wikidata.org/entity/Q19675	15.25	22.4875	[6, 1, 54, 0]
346	tigris	united_states_department_of_agriculture	Tigris	United States Department of Agriculture	http://www.wikidata.org/entity/Q35591	http://www.wikidata.org/entity/Q501542	15.25	24.1596	[0, 57, 0, 4]
347	trinity_college,_dublin	london_stock_exchange	Trinity College, Dublin	London Stock Exchange	http://www.wikidata.org/entity/Q258464	http://www.wikidata.org/entity/Q171240	15.0	19.2224	[13, 0, 0, 47]
348	bob_dylan	los_angeles	Bob Dylan	Los Angeles	http://www.wikidata.org/entity/Q392	http://www.wikidata.org/entity/Q65	15.0	16.0312	[0, 38, 22, 0]
349	nefertiti	ban_ki-moon	Nefertiti	Ban Ki-Moon	http://www.wikidata.org/entity/Q40930	http://www.wikidata.org/entity/Q1253	14.8	8.9308	[12, 14, 25, 0, 23]
350	peru	himalayas	Peru	Himalayas	http://www.wikidata.org/entity/Q419	http://www.wikidata.org/entity/Q5451	14.75	25.5477	[0, 0, 0, 59]
351	new_york_city	london_stock_exchange	New York City	London Stock Exchange	http://www.wikidata.org/entity/Q60	http://www.wikidata.org/entity/Q171240	14.75	19.9296	[0, 3, 49, 7]
352	mark_rothko	lufthansa	Mark Rothko	Lufthansa	http://www.wikidata.org/entity/Q160149	http://www.wikidata.org/entity/Q9325	14.75	20.1913	[0, 0, 10, 49]
353	himeji_castle	minas_tirith	Himeji Castle	Minas Tirith	http://www.wikidata.org/entity/Q188754	http://www.wikidata.org/entity/Q213586	14.75	14.7542	[29, 0, 30, 0]
354	rand_paul	catskill_mountains	Rand Paul	Catskill Mountains	http://www.wikidata.org/entity/Q463557	http://www.wikidata.org/entity/Q630566	14.5	25.1147	[0, 0, 58, 0]
355	river_thames	manchester_city_f.c.	River Thames	Manchester City F.C.	http://www.wikidata.org/entity/Q19686	http://www.wikidata.org/entity/Q50602	14.5	17.2699	[0, 7, 44, 7]
356	mozambique	moscow_state_university	Mozambique	Moscow State University	http://www.wikidata.org/entity/Q1029	http://www.wikidata.org/entity/Q13164	14.4	24.5487	[0, 0, 9, 0, 63]
357	john_kerry	george_harrison	John Kerry	George Harrison	http://www.wikidata.org/entity/Q22316	http://www.wikidata.org/entity/Q2643	14.4	17.7719	[44, 26, 2, 0, 0]
358	river_thames	bbc_worldwide	River Thames	BBC Worldwide	http://www.wikidata.org/entity/Q19686	http://www.wikidata.org/entity/Q2071905	14.25	24.1078	[0, 1, 0, 56]
359	martin_van_buren	elizabeth_ii	Martin van Buren	Elizabeth II	http://www.wikidata.org/entity/Q11820	http://www.wikidata.org/entity/Q9682	14.25	14.4633	[0, 0, 32, 25]
360	canada	british_airways	Canada	British Airways	http://www.wikidata.org/entity/Q16	http://www.wikidata.org/entity/Q8766	14.2	17.5317	[39, 0, 0, 0, 32]
361	oedipus	kim_jong-il	Oedipus	Kim Jong-il	http://www.wikidata.org/entity/Q130890	http://www.wikidata.org/entity/Q10665	14.2	22.8771	[0, 0, 12, 0, 59]
362	stephen_king	target_corporation	Stephen King	Target Corporation	http://www.wikidata.org/entity/Q39829	http://www.wikidata.org/entity/Q1046951	14.0	14.8997	[6, 2, 23, 39, 0]
363	bill_clinton	mexico_city	Bill Clinton	Mexico City	http://www.wikidata.org/entity/Q1124	http://www.wikidata.org/entity/Q1489	14.0	17.1464	[0, 42, 0, 14]
364	harvard_university	goldman_sachs	Harvard University	Goldman Sachs	http://www.wikidata.org/entity/Q13371	http://www.wikidata.org/entity/Q193326	13.75	14.2894	[22, 0, 0, 33]
365	george_w._bush	yale_university	George W. Bush	Yale University	http://www.wikidata.org/entity/Q207	http://www.wikidata.org/entity/Q49112	13.6	26.7028	[67, 1, 0, 0, 0]
366	barack_obama	bric	Barack Obama	BRIC	http://www.wikidata.org/entity/Q76	http://www.wikidata.org/entity/Q833202	13.5	23.3827	[0, 54, 0, 0]
367	canada	world_trade_organization	Canada	World Trade Organization	http://www.wikidata.org/entity/Q16	http://www.wikidata.org/entity/Q7825	13.4	23.4572	[0, 0, 7, 0, 60]
368	kim_jong-il	tsing_hua_university	Kim Jong-il	Tsinghua University	http://www.wikidata.org/entity/Q10665	http://www.wikidata.org/entity/Q16955	13.25	20.1665	[0, 48, 0, 5]
369	karl_marx	himeji_castle	Karl Marx	Himeji Castle	http://www.wikidata.org/entity/Q9061	http://www.wikidata.org/entity/Q188754	13.25	17.9356	[7, 2, 44, 0]
370	oedipus	sparta	Oedipus	Sparta	http://www.wikidata.org/entity/Q130890	http://www.wikidata.org/entity/Q5690	13.2	17.6341	[20, 1, 0, 45, 0]
371	j._k._rowling	frank_zappa	J. K. Rowling	Frank Zappa	http://www.wikidata.org/entity/Q34660	http://www.wikidata.org/entity/Q127330	12.8	13.0445	[8, 9, 9, 38, 0]
372	gary_oldman	los_angeles	Gary Oldman	Los Angeles	http://www.wikidata.org/entity/Q83492	http://www.wikidata.org/entity/Q65	12.8	25.103	[0, 1, 0, 63, 0]
373	elizabeth_ii	white_house_press_corps	Elizabeth II	White House Press Corps	http://www.wikidata.org/entity/Q9682		12.8	10.1469	[9, 8, 17, 30, 0]
374	mount_kenya	lagos	Mount Kenya	Lagos	http://www.wikidata.org/entity/Q172070	http://www.wikidata.org/entity/Q8673	12.8	21.217	[3, 0, 6, 55, 0]
375	oda_nobunaga	himeji_castle	Oda Nobunaga	Himeji Castle	http://www.wikidata.org/entity/Q171411	http://www.wikidata.org/entity/Q188754	12.8	11.703	[12, 24, 0, 28, 0]
376	winston_churchill	nepal	Winston Churchill	Nepal	http://www.wikidata.org/entity/Q8016	http://www.wikidata.org/entity/Q837	12.6	15.6665	[18, 4, 0, 41, 0]
377	national_collegiate_athletic_association	national_labor_relations_board	National Collegiate Athletic Association	National Labor Relations Board	http://www.wikidata.org/entity/Q271805	http://www.wikidata.org/entity/Q3024155	12.6	16.4146	[13, 6, 44, 0, 0]
378	emirates_(airline)	spanish_navy	Emirates (airline)	Spanish Navy	http://www.wikidata.org/entity/Q180432	http://www.wikidata.org/entity/Q676404	12.6	16.4146	[6, 0, 44, 13, 0]
379	national_collegiate_athletic_association	university_of_delhi	National Collegiate Athletic Association	University of Delhi	http://www.wikidata.org/entity/Q271805	http://www.wikidata.org/entity/Q665105	12.5	11.3248	[0, 3, 27, 20]
380	ralph_lauren	dalai_lama	Ralph Lauren	Dalai Lama	http://www.wikidata.org/entity/Q296647	http://www.wikidata.org/entity/Q37349	12.25	21.2176	[0, 0, 0, 49]
381	queen_latifah	tumblr	Queen Latifah	Tumblr	http://www.wikidata.org/entity/Q1112005	http://www.wikidata.org/entity/Q384060	12.25	13.3487	[0, 32, 0, 17]
382	bob_dylan	tony_blair	Bob Dylan	Tony Blair	http://www.wikidata.org/entity/Q392	http://www.wikidata.org/entity/Q9545	12.25	13.971	[0, 15, 34, 0]
383	international_atomic_energy_agency	university_of_tehran	International Atomic Energy Agency	University of Tehran	http://www.wikidata.org/entity/Q41984	http://www.wikidata.org/entity/Q737835	12.25	21.2176	[0, 0, 49, 0]
384	cary_grant	new_york_city	Cary Grant	New York City	http://www.wikidata.org/entity/Q83410	http://www.wikidata.org/entity/Q60	12.25	17.3259	[0, 1, 6, 42]
385	vatican_museums	turkey	Vatican Museums	Turkey	http://www.wikidata.org/entity/Q182955	http://www.wikidata.org/entity/Q43	12.25	18.4442	[0, 5, 0, 44]
386	tokyo	colorado_river	Tokyo	Colorado River	http://www.wikidata.org/entity/Q1490	http://www.wikidata.org/entity/Q1265	12.0	23.013	[0, 0, 2, 0, 58]
387	george_w._bush	panama	George W. Bush	Panama	http://www.wikidata.org/entity/Q207	http://www.wikidata.org/entity/Q804	12.0	13.0958	[13, 2, 33, 0]
388	lionel_messi	philip_ii_of_spain	Lionel Messi	Philip II of spain	http://www.wikidata.org/entity/Q615	http://www.wikidata.org/entity/Q34417	12.0	13.2665	[0, 32, 0, 16]
389	virgin_media	university_of_oxford	Virgin Media	University of Oxford	http://www.wikidata.org/entity/Q1199764	http://www.wikidata.org/entity/Q34433	12.0	12.083	[0, 26, 0, 22]
390	jakarta	brazil	Jakarta	Brazil	http://www.wikidata.org/entity/Q3630	http://www.wikidata.org/entity/Q155	11.8	17.186	[45, 12, 2, 0, 0]
391	john_steinbeck	zinedine_zidane	John Steinbeck	Zinedine Zidane	http://www.wikidata.org/entity/Q39212	http://www.wikidata.org/entity/Q1835	11.8	15.4065	[19, 1, 0, 39, 0]
392	zhang_ziyi	universal_studios	Zhang Ziyi	Universal Studios	http://www.wikidata.org/entity/Q180852	http://www.wikidata.org/entity/Q168383	11.75	20.3516	[0, 0, 0, 47]
393	dale_earnhardt,_jr.	north_america	Dale Earnhardt, Jr.	North America	http://www.wikidata.org/entity/Q355388	http://www.wikidata.org/entity/Q49	11.75	18.1159	[0, 4, 43, 0]
394	bogotá	drug_enforcement_administration	Bogotá	Drug Enforcement Administration	http://www.wikidata.org/entity/Q2841	http://www.wikidata.org/entity/Q622899	11.75	19.2143	[0, 45, 0, 2]
395	united_states_marine_corps	alcoa	United States Marine Corps	Alcoa	http://www.wikidata.org/entity/Q11218	http://www.wikidata.org/entity/Q135325	11.75	20.3516	[0, 0, 47, 0]
396	oxfam	university_of_toronto	Oxfam	University of Toronto	http://www.wikidata.org/entity/Q267941	http://www.wikidata.org/entity/Q180865	11.6	20.3332	[0, 6, 0, 52, 0]
397	dizzy_gillespie	hillary_rodham_clinton	Dizzy Gillespie	Hillary Rodham Clinton	http://www.wikidata.org/entity/Q49575	http://www.wikidata.org/entity/Q6294	11.5	19.9186	[0, 0, 0, 46]
398	ludwig_van_beethoven	italy	Ludwig van Beethoven	Italy	http://www.wikidata.org/entity/Q255	http://www.wikidata.org/entity/Q38	11.5	17.1537	[0, 5, 0, 41]
399	claude_debussy	england	Claude Debussy	England	http://www.wikidata.org/entity/Q4700	http://www.wikidata.org/entity/Q21	11.4	11.6722	[9, 17, 0, 0, 31]
400	nefertiti	syria	Nefertiti	Syria	http://www.wikidata.org/entity/Q40930	http://www.wikidata.org/entity/Q858	11.25	18.349	[0, 2, 43, 0]
401	rza	boston_pops_orchestra	RZA	Boston Pops Orchestra	http://www.wikidata.org/entity/Q52447	http://www.wikidata.org/entity/Q2263983	11.25	7.5952	[6, 24, 5, 10]
402	silvio_berlusconi	united_states_department_of_state	Silvio Berlusconi	United States Department of State	http://www.wikidata.org/entity/Q11860	http://www.wikidata.org/entity/Q789915	11.25	12.5175	[10, 0, 32, 3]
403	danielle_steel	dale_earnhardt,_jr.	Danielle Steel	Dale Earnhardt, Jr.	http://www.wikidata.org/entity/Q72653	http://www.wikidata.org/entity/Q355388	11.2	17.4287	[0, 11, 45, 0, 0]
404	portugal	european_space_agency	Portugal	European Space Agency	http://www.wikidata.org/entity/Q45	http://www.wikidata.org/entity/Q42262	11.0	17.3638	[0, 3, 41, 0]
405	ernest_hemingway	mali	Ernest Hemingway	Mali	http://www.wikidata.org/entity/Q23434	http://www.wikidata.org/entity/Q912	11.0	15.7003	[5, 1, 38, 0]
406	thurgood_marshall	lionel_messi	Thurgood Marshall	Lionel Messi	http://www.wikidata.org/entity/Q312348	http://www.wikidata.org/entity/Q615	11.0	20.5329	[52, 0, 3, 0, 0]
407	new_zealand	lufthansa	New Zealand	Lufthansa	http://www.wikidata.org/entity/Q664	http://www.wikidata.org/entity/Q9325	10.8	10.3808	[1, 16, 0, 9, 28]
408	tony_blair	panama	Tony Blair	Panama	http://www.wikidata.org/entity/Q9545	http://www.wikidata.org/entity/Q804	10.8	14.0769	[9, 38, 0, 7, 0]
409	brazil	fc_barcelona	Brazil	FC Barcelona	http://www.wikidata.org/entity/Q155	http://www.wikidata.org/entity/Q7156	10.75	13.4792	[0, 33, 0, 10]
410	delhi	new_york_mercantile_exchange	Delhi	New York Mercantile Exchange	http://www.wikidata.org/entity/Q1353	http://www.wikidata.org/entity/Q120233	10.5	17.6139	[1, 0, 41, 0]
411	elizabeth_ii	antarctica	Elizabeth II	Antarctica	http://www.wikidata.org/entity/Q9682	http://www.wikidata.org/entity/Q51	10.5	17.0367	[1, 1, 40, 0]
412	antarctica	united_states_environmental_protection_agency	Antarctica	United States Environmental Protection Agency	http://www.wikidata.org/entity/Q51	http://www.wikidata.org/entity/Q460173	10.5	15.9609	[0, 4, 0, 38]
413	barack_obama	europe	Barack Obama	Europe	http://www.wikidata.org/entity/Q76	http://www.wikidata.org/entity/Q46	10.5	12.1758	[8, 31, 0, 3]
414	paypal	london_school_of_economics	PayPal	London School of Economics	http://www.wikidata.org/entity/Q483959	http://www.wikidata.org/entity/Q174570	10.4	17.0012	[7, 1, 0, 44, 0]
415	karl_lagerfeld	lord_byron	Karl Lagerfeld	Lord Byron	http://www.wikidata.org/entity/Q76716	http://www.wikidata.org/entity/Q5679	10.4	12.9707	[0, 33, 0, 17, 2]
416	queen_victoria	paris	Queen Victoria	Paris	http://www.wikidata.org/entity/Q9439	http://www.wikidata.org/entity/Q90	10.25	17.7535	[0, 0, 0, 41]
417	julius_caesar	austria	Julius Caesar	Austria	http://www.wikidata.org/entity/Q1048	http://www.wikidata.org/entity/Q40	10.25	13.4048	[0, 1, 33, 7]
418	stone_cold_steve_austin	manchester_city_f.c.	Stone Cold Steve Austin	Manchester City F.C.	http://www.wikidata.org/entity/Q44313	http://www.wikidata.org/entity/Q50602	10.2	12.4964	[26, 25, 0, 0, 0]
419	bram_stoker	paris	Bram Stoker	Paris	http://www.wikidata.org/entity/Q36184	http://www.wikidata.org/entity/Q90	10.0	17.3205	[0, 40, 0, 0]
420	alfa_romeo	fc_barcelona	Alfa Romeo	FC Barcelona	http://www.wikidata.org/entity/Q26921	http://www.wikidata.org/entity/Q7156	9.8	17.2093	[5, 44, 0, 0, 0]
421	silvio_berlusconi	european_court_of_human_rights	Silvio Berlusconi	European Court of Human Rights	http://www.wikidata.org/entity/Q11860	http://www.wikidata.org/entity/Q122880	9.8	18.1152	[1, 2, 0, 0, 46]
422	european_space_agency	cornell_university_press	European Space Agency	Cornell University Press		http://www.wikidata.org/entity/Q2997531	9.75	14.1488	[0, 34, 0, 5]
423	habitat_for_humanity	qualcomm	Habitat for Humanity	Qualcomm	http://www.wikidata.org/entity/Q1192147	http://www.wikidata.org/entity/Q544847	9.75	16.8875	[0, 0, 0, 39]
424	bill_clinton	small_business_administration	Bill Clinton	Small Business Administration	http://www.wikidata.org/entity/Q1124	http://www.wikidata.org/entity/Q495354	9.75	16.8875	[0, 39, 0, 0]
425	moldova	indianapolis_colts	Moldova	Indianapolis Colts	http://www.wikidata.org/entity/Q217	http://www.wikidata.org/entity/Q193753	9.5	14.7394	[1, 2, 35, 0]
426	henry_viii_of_england	royal_australian_air_force	Henry VIII of England	Royal Australian Air Force	http://www.wikidata.org/entity/Q38370	http://www.wikidata.org/entity/Q823635	9.4	14.472	[6, 0, 3, 0, 38]
427	jimmy_carter	moscow_kremlin	Jimmy Carter	Moscow Kremlin	http://www.wikidata.org/entity/Q23685		9.4	14.7187	[0, 9, 38, 0, 0]
428	canada	american_civil_liberties_union	Canada	American Civil Liberties Union	http://www.wikidata.org/entity/Q16	http://www.wikidata.org/entity/Q21637	9.25	12.3161	[7, 30, 0, 0]
429	jimmy_carter	small_business_administration	Jimmy Carter	Small Business Administration	http://www.wikidata.org/entity/Q23685	http://www.wikidata.org/entity/Q495354	9.0	15.5885	[0, 0, 0, 36]
430	berlin	university_of_oslo	Berlin	University of Oslo	http://www.wikidata.org/entity/Q64	http://www.wikidata.org/entity/Q486156	9.0	9.9499	[12, 0, 0, 24]
431	seoul	mount_sinai	Seoul	Mount Sinai	http://www.wikidata.org/entity/Q8684	http://www.wikidata.org/entity/Q377485	9.0	9.6695	[0, 23, 0, 13]
432	nicholas_ii_of_russia	tajikistan	Nicholas II of Russia	Tajikistan	http://www.wikidata.org/entity/Q40787	http://www.wikidata.org/entity/Q863	9.0	10.6301	[0, 26, 0, 10]
433	jane_austen	british_airways	Jane Austen	British Airways	http://www.wikidata.org/entity/Q36322	http://www.wikidata.org/entity/Q8766	8.8	16.1171	[1, 2, 0, 0, 41]
434	dalai_lama	tennessee_williams	Dalai Lama	Tennessee Williams	http://www.wikidata.org/entity/Q37349	http://www.wikidata.org/entity/Q134262	8.75	11.4755	[0, 7, 28, 0]
435	nicholas_ii_of_russia	edgar_allan_poe	Nicholas II of Russia	Edgar Allan Poe	http://www.wikidata.org/entity/Q40787	http://www.wikidata.org/entity/Q16867	8.6	16.2185	[2, 0, 0, 0, 41]
436	los_angeles	national_collegiate_athletic_association	Los Angeles	National Collegiate Athletic Association	http://www.wikidata.org/entity/Q65	http://www.wikidata.org/entity/Q271805	8.5	14.7224	[0, 34, 0, 0]
437	richard_feynman	university_of_tehran	Richard Feynman	University of Tehran	http://www.wikidata.org/entity/Q39246	http://www.wikidata.org/entity/Q737835	8.4	9.5833	[6, 0, 26, 10, 0]
438	david_tennant	royal_shakespeare_company	David Tennant	Royal Shakespeare Company	http://www.wikidata.org/entity/Q214601	http://www.wikidata.org/entity/Q1146254	8.25	14.2894	[0, 0, 33, 0]
439	mauretania	st._louis_cardinals	Mauretania	St. Louis Cardinals	http://www.wikidata.org/entity/Q309272	http://www.wikidata.org/entity/Q504309	8.25	12.0286	[3, 1, 29, 0]
440	thurgood_marshall	united_states_environmental_protection_agency	Thurgood Marshall	United States Environmental Protection Agency	http://www.wikidata.org/entity/Q312348	http://www.wikidata.org/entity/Q460173	8.2	9.6623	[3, 0, 13, 25, 0]
441	south_america	spanish_armed_forces	South America	Spanish Armed Forces	http://www.wikidata.org/entity/Q18	http://www.wikidata.org/entity/Q326991	8.2	7.7305	[0, 0, 15, 7, 19]
442	lord_byron	muhammad_ali	Lord Byron	Muhammad Ali	http://www.wikidata.org/entity/Q5679	http://www.wikidata.org/entity/Q36107	8.2	15.9047	[40, 0, 1, 0, 0]
443	dupont	miller_brewing_company	DuPont	Miller Brewing Company	http://www.wikidata.org/entity/Q38589917	http://www.wikidata.org/entity/Q658637	8.0	13.2853	[0, 31, 0, 1]
444	vienna	german_army	Vienna	German Army	http://www.wikidata.org/entity/Q1741	http://www.wikidata.org/entity/Q11322507	8.0	8.4853	[20, 0, 12, 0]
445	indonesia_museum	sparta	Indonesia Museum	Sparta	http://www.wikidata.org/entity/Q1467232	http://www.wikidata.org/entity/Q5690	8.0	11.6619	[0, 30, 0, 0, 10]
446	australia	palace_of_versailles	Australia	Palace of Versailles	http://www.wikidata.org/entity/Q408	http://www.wikidata.org/entity/Q2946	8.0	6.5727	[12, 2, 18, 0, 8]
447	sierra_leone	university_of_glasgow	Sierra Leone	University of Glasgow	http://www.wikidata.org/entity/Q1044	http://www.wikidata.org/entity/Q192775	8.0	5.8737	[0, 5, 12, 15]
448	mount_vesuvius	north_korea	Mount vesuvius	North Korea		http://www.wikidata.org/entity/Q423	7.8	13.688	[4, 0, 0, 0, 35]
449	bell_hooks	national_endowment_for_the_arts	bell hooks	National Endowment for the Arts	http://www.wikidata.org/entity/Q259507	http://www.wikidata.org/entity/Q1967116	7.75	13.4234	[0, 0, 31, 0]
450	angela_merkel	united_states	Angela Merkel	United States	http://www.wikidata.org/entity/Q567	http://www.wikidata.org/entity/Q30	7.75	5.1174	[14, 0, 7, 10]
451	seoul	the_louvre	Seoul	The Louvre	http://www.wikidata.org/entity/Q8684	http://www.wikidata.org/entity/Q19675	7.7	10.5835	[17, 9, 6, 35, 0, 1, 0, 0, 9, 0]
452	los_angeles	pearl_river_(china)	Los Angeles	Pearl River (China)	http://www.wikidata.org/entity/Q65	http://www.wikidata.org/entity/Q201463	7.6	9.3081	[9, 4, 0, 25, 0]
453	jimi_hendrix	angelina_jolie	Jimi Hendrix	Angelina Jolie	http://www.wikidata.org/entity/Q5928	http://www.wikidata.org/entity/Q13909	7.5	8.6168	[0, 9, 0, 21]
454	mayo_clinic	mcdonald's	Mayo Clinic	McDonald's	http://www.wikidata.org/entity/Q1130172	http://www.wikidata.org/entity/Q38076	7.5	8.6168	[9, 0, 0, 21]
455	ivan_the_terrible	george_carlin	Ivan the Terrible	George Carlin	http://www.wikidata.org/entity/Q7996	http://www.wikidata.org/entity/Q150651	7.4	13.3507	[3, 0, 0, 0, 34]
